rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat
144,6.49,,Bingtian SU,29 AUG 1989,CHN,1,"Leichtathletikhalle im Arena-Sportpark, Düsseldorf (GER) (i)",20 FEB 2019,1215,60-metres,sprints,male,senior
144,6.49,,Marvin BRACY,15 DEC 1993,USA,1,"Convention Center, Albuquerque, NM (USA) (i)",15 FEB 2020,1215,60-metres,sprints,male,senior
144,6.49,,Ronnie BAKER,15 OCT 1993,USA,1h1,"Arena Stade Couvert, Liévin (FRA) (i)",19 FEB 2020,1215,60-metres,sprints,male,senior
144,6.49,,Micah WILLIAMS,12 NOV 2001,USA,1,"US Air Force Academy Cadet Field House, Colorado Springs, CO (USA) (i)",27 FEB 2021,1215,60-metres,sprints,male,senior
144,6.49,,Bingtian SU,29 AUG 1989,CHN,1f2,Chengdu (CHN) (i),12 MAR 2021,1215,60-metres,sprints,male,senior
144,6.49,,Micah WILLIAMS,12 NOV 2001,USA,1,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",13 MAR 2021,1215,60-metres,sprints,male,senior
144,6.49,,Christian COLEMAN,06 MAR 1996,USA,1,"Armory Track&Field Center, New York, NY (USA) (i)",29 JAN 2022,1215,60-metres,sprints,male,senior
144,6.49,,Lamont Marcell JACOBS,26 SEP 1994,ITA,1,"Atlas Arena, Łódź (POL) (i)",11 FEB 2022,1215,60-metres,sprints,male,senior
144,6.49,,Micah WILLIAMS,12 NOV 2001,USA,1,"Sports Performance Center, Lubbock, TX (USA) (i)",27 JAN 2023,1215,60-metres,sprints,male,senior
144,6.49,,Reece PRESCOD,29 FEB 1996,GBR,1,"Mercedes-Benz Arena, Berlin (GER) (i)",10 FEB 2023,1215,60-metres,sprints,male,senior
144,6.49,+1.2,Ackeem BLAKE,21 JAN 2002,JAM,1f6,"National Stadium, Kingston (JAM)",27 JAN 2024,1215,60-metres,sprints,male,senior
144,6.49,,Jenns Reynold FERNÁNDEZ,04 JAN 2001,CUB,1f1,"Palaindoor Ancona, Ancona (ITA) (i)",28 JAN 2024,1215,60-metres,sprints,male,senior
144,6.49,,Dondra SWINT,09 SEP 1997,USA,2,"Sports Performance Center, Lubbock, TX (USA) (i)",09 FEB 2024,1215,60-metres,sprints,male,senior
144,6.49,,Christian COLEMAN,06 MAR 1996,USA,1h2,"Convention Center, Albuquerque, NM (USA) (i)",17 FEB 2024,1215,60-metres,sprints,male,senior
144,6.49,,Christian COLEMAN,06 MAR 1996,USA,1h6,"Glasgow Arena, Glasgow (GBR) (i)",01 MAR 2024,1215,60-metres,sprints,male,senior
144,6.49,,Jeremiah AZU,15 MAY 2001,GBR,1,"Omnisport, Apeldoorn (NED) (i)",08 MAR 2025,1215,60-metres,sprints,male,senior
144,6.49,,Jordan ANTHONY,29 JUN 2004,USA,1,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",15 MAR 2025,1215,60-metres,sprints,male,senior
144,6.49,,Jeremiah AZU,15 MAY 2001,GBR,1,"Sports Training Center, Nanjing (CHN) (i)",21 MAR 2025,1215,60-metres,sprints,male,senior
144,6.49,,Eloy BENITEZ,07 MAY 2003,PUR,1h4,"Sports Training Center, Nanjing (CHN) (i)",21 MAR 2025,1215,60-metres,sprints,male,senior
199,6.50,,Ben JOHNSON,30 DEC 1961,CAN,1,Osaka (JPN) (i),15 JAN 1986,1210,60-metres,sprints,male,senior
199,6.50,,Ben JOHNSON,30 DEC 1961,CAN,1,Edmonton (CAN) (i),22 FEB 1986,1210,60-metres,sprints,male,senior
199,6.50,,Lee MCRAE,23 JAN 1966,USA,1,"Hoosier Dome, Indianapolis, IN (USA) (i)",07 MAR 1987,1210,60-metres,sprints,male,senior
199,6.50,,Andre CASON,20 JAN 1969,USA,1h1,Madrid (ESP) (i),14 FEB 1992,1210,60-metres,sprints,male,senior
199,6.50,,Bruny SURIN,12 JUL 1967,CAN,1,"The Sky Dome, Toronto (CAN) (i)",12 MAR 1993,1210,60-metres,sprints,male,senior
199,6.50,,Bruny SURIN,12 JUL 1967,CAN,1sf1,"The Sky Dome, Toronto (CAN) (i)",12 MAR 1993,1210,60-metres,sprints,male,senior
199,6.50,,Bruny SURIN,12 JUL 1967,CAN,1f1,Madrid (ESP) (i),11 FEB 1994,1210,60-metres,sprints,male,senior
199,6.50,,Bruny SURIN,12 JUL 1967,CAN,2,Karlsruhe (GER) (i),01 MAR 1994,1210,60-metres,sprints,male,senior
199,6.50,,Bruny SURIN,12 JUL 1967,CAN,1,Karlsruhe (GER) (i),11 FEB 1996,1210,60-metres,sprints,male,senior
199,6.50,,Charalambos PAPADIAS,24 JAN 1975,GRE,1,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",07 MAR 1997,1210,60-metres,sprints,male,senior
199,6.50,,Bruny SURIN,12 JUL 1967,CAN,1sf3,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",07 MAR 1997,1210,60-metres,sprints,male,senior
199,6.50,,Michael GREEN,07 NOV 1970,JAM,2sf3,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",07 MAR 1997,1210,60-metres,sprints,male,senior
199,6.50,,Jon DRUMMOND,09 SEP 1968,USA,2,Madrid (ESP) (i),03 FEB 1998,1210,60-metres,sprints,male,senior
199,6.50,,Jon DRUMMOND,09 SEP 1968,USA,2,"New York, NY (USA) (i)",13 FEB 1998,1210,60-metres,sprints,male,senior
199,6.50,,Coby MILLER,19 OCT 1976,USA,1,Air Force Academy (USA) (i),12 FEB 1999,1210,60-metres,sprints,male,senior
199,6.50,,Deji ALIU,22 NOV 1975,NGR,1,Birmingham (GBR) (i),14 FEB 1999,1210,60-metres,sprints,male,senior
199,6.50,,Jon DRUMMOND,09 SEP 1968,USA,1,"Fairfax, VA (USA) (i)",19 FEB 1999,1210,60-metres,sprints,male,senior
199,6.50,,Donovan POWELL,31 OCT 1971,JAM,2sf1,"Green Dome, Maebashi (JPN) (i)",07 MAR 1999,1210,60-metres,sprints,male,senior
199,6.50,,Deji ALIU,22 NOV 1975,NGR,3sf1,"Green Dome, Maebashi (JPN) (i)",07 MAR 1999,1210,60-metres,sprints,male,senior
199,6.50,,Jon DRUMMOND,09 SEP 1968,USA,2,"New York, NY (USA) (i)",04 FEB 2000,1210,60-metres,sprints,male,senior
199,6.50,,Jason GARDENER,17 SEP 1975,GBR,h,Madrid (ESP) (i),16 FEB 2000,1210,60-metres,sprints,male,senior
199,6.50,,Jon DRUMMOND,09 SEP 1968,USA,h,"Atlanta, GA (USA) (i)",04 MAR 2000,1210,60-metres,sprints,male,senior
199,6.50,,Morne NAGEL,23 MAR 1978,RSA,1h1,Gent (BEL) (i),10 FEB 2002,1210,60-metres,sprints,male,senior
199,6.50,,Morne NAGEL,23 MAR 1978,RSA,1,Birmingham (GBR) (i),17 FEB 2002,1210,60-metres,sprints,male,senior
199,6.50,,Morne NAGEL,23 MAR 1978,RSA,1,Liévin (FRA) (i),24 FEB 2002,1210,60-metres,sprints,male,senior
199,6.50,,Coby MILLER,19 OCT 1976,USA,1,Gent (BEL) (i),09 FEB 2003,1210,60-metres,sprints,male,senior
199,6.50,,Maurice GREENE,23 JUL 1974,USA,3,"Fayetteville, AR (USA) (i)",15 FEB 2003,1210,60-metres,sprints,male,senior
199,6.50,,Jason GARDENER,17 SEP 1975,GBR,1h1,"Schleyer Halle, Stuttgart (GER) (i)",31 JAN 2004,1210,60-metres,sprints,male,senior
199,6.50,,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,1h1,Chemnitz (GER) (i),27 FEB 2004,1210,60-metres,sprints,male,senior
199,6.50,,Leonard SCOTT,19 JAN 1980,USA,1,"Olimpiyskiy Stadion, Moskva (RUS) (i)",10 MAR 2006,1210,60-metres,sprints,male,senior
199,6.50,,Leonard SCOTT,19 JAN 1980,USA,1sf3,"Olimpiyskiy Stadion, Moskva (RUS) (i)",10 MAR 2006,1210,60-metres,sprints,male,senior
199,6.50,,Bradley IKE,01 MAY 1987,USA,1f1,"Northridge, CA (USA)",16 JAN 2010,1210,60-metres,sprints,male,senior
199,6.50,,Dwain CHAMBERS,05 APR 1978,GBR,1,Sheffield (GBR) (i),13 FEB 2010,1210,60-metres,sprints,male,senior
199,6.50,,Kim COLLINS,05 APR 1976,SKN,1h2,Karlsruhe (GER) (i),13 FEB 2011,1210,60-metres,sprints,male,senior
199,6.50,,Michael RODGERS,24 APR 1985,USA,1,"National Indoor Arena, Birmingham (GBR) (i)",19 FEB 2011,1210,60-metres,sprints,male,senior
199,6.50,,Lerone CLARKE,07 JUL 1981,JAM,1,Liévin (FRA) (i),14 FEB 2012,1210,60-metres,sprints,male,senior
199,6.50,,Asafa POWELL,23 NOV 1982,JAM,3,"National Indoor Arena, Birmingham (GBR) (i)",18 FEB 2012,1210,60-metres,sprints,male,senior
199,6.50,,Asafa POWELL,23 NOV 1982,JAM,1h1,"National Indoor Arena, Birmingham (GBR) (i)",18 FEB 2012,1210,60-metres,sprints,male,senior
199,6.50,,Justin GATLIN,10 FEB 1982,USA,1sf1,"Ataköy Arena, Istanbul (TUR) (i)",10 MAR 2012,1210,60-metres,sprints,male,senior
199,6.50,,Darvis PATTON,04 DEC 1977,USA,1,"New York, NY (USA) (i)",16 FEB 2013,1210,60-metres,sprints,male,senior
199,6.50,,James DASAOLU,05 SEP 1987,GBR,1,Glasgow (GBR) (i),25 JAN 2014,1210,60-metres,sprints,male,senior
199,6.50,,Tosin OGUNODE,02 MAR 1994,NGR,1f1,"Flagstaff, AZ (USA) (i)",25 JAN 2014,1210,60-metres,sprints,male,senior
199,6.50,,Yunier PÉREZ,16 FEB 1985,CUB,1,Düsseldorf (GER) (i),30 JAN 2014,1210,60-metres,sprints,male,senior
199,6.50,,James DASAOLU,05 SEP 1987,GBR,1,Sheffield (GBR) (i),08 FEB 2014,1210,60-metres,sprints,male,senior
199,6.50,,James DASAOLU,05 SEP 1987,GBR,1,"National Indoor Arena, Birmingham (GBR) (i)",15 FEB 2014,1210,60-metres,sprints,male,senior
199,6.50,,Marvin BRACY,15 DEC 1993,USA,1,"New York, NY (USA) (i)",15 FEB 2014,1210,60-metres,sprints,male,senior
199,6.50,,Nesta CARTER,11 OCT 1985,JAM,1sf1,"Ergo Arena, Sopot (POL) (i)",08 MAR 2014,1210,60-metres,sprints,male,senior
199,6.50,,Ryan BAILEY,13 APR 1989,USA,1h5,"Seattle, WA (USA) (i)",14 FEB 2015,1210,60-metres,sprints,male,senior
199,6.50,,Kim COLLINS,05 APR 1976,SKN,1,Berlin (GER) (i),14 FEB 2015,1210,60-metres,sprints,male,senior
199,6.50,,Kim COLLINS,05 APR 1976,SKN,1,"Barclaycard Arena, Birmingham (GBR) (i)",21 FEB 2015,1210,60-metres,sprints,male,senior
199,6.50,,Asafa POWELL,23 NOV 1982,JAM,1h3,"Houston, TX (USA) (i)",12 FEB 2016,1210,60-metres,sprints,male,senior
199,6.50,,Richard KILTY,02 SEP 1989,GBR,1,Jablonec nad Nisou (CZE) (i),05 MAR 2016,1210,60-metres,sprints,male,senior
199,6.50,,Cameron BURRELL,11 SEP 1994,USA,1h2,"Birmingham, AL (USA) (i)",11 MAR 2016,1210,60-metres,sprints,male,senior
199,6.50,,Asafa POWELL,23 NOV 1982,JAM,2,"Oregon Convention Center, Portland, OR (USA) (i)",18 MAR 2016,1210,60-metres,sprints,male,senior
199,6.50,,Bingtian SU,29 AUG 1989,CHN,2sf3,"Oregon Convention Center, Portland, OR (USA) (i)",18 MAR 2016,1210,60-metres,sprints,male,senior
199,6.50,,Christian COLEMAN,06 MAR 1996,USA,1h1,"College Station, TX (USA) (i)",10 MAR 2017,1210,60-metres,sprints,male,senior
199,6.50,,Michael RODGERS,24 APR 1985,USA,3,"Albuquerque, NM (USA) (i)",18 FEB 2018,1210,60-metres,sprints,male,senior
199,6.50,,Bingtian SU,29 AUG 1989,CHN,1,"Emirates Arena, Glasgow (GBR) (i)",25 FEB 2018,1210,60-metres,sprints,male,senior
199,6.50,,Grant HOLLOWAY,19 NOV 1997,USA,1,"Birmingham, AL (USA) (i)",09 MAR 2019,1210,60-metres,sprints,male,senior
199,6.50,,Demek KEMP,26 APR 1996,USA,1,"Reggie Lewis Center, Boston, MA (USA) (i)",25 JAN 2020,1210,60-metres,sprints,male,senior
199,6.50,,Ronnie BAKER,15 OCT 1993,USA,1,"Emirates Arena, Glasgow (GBR) (i)",15 FEB 2020,1210,60-metres,sprints,male,senior
199,6.50,,Demek KEMP,26 APR 1996,USA,2,"Arena Stade Couvert, Liévin (FRA) (i)",19 FEB 2020,1210,60-metres,sprints,male,senior
199,6.50,,Ronnie BAKER,15 OCT 1993,USA,1h1,"Gallur, Madrid (ESP) (i)",21 FEB 2020,1210,60-metres,sprints,male,senior
199,6.50,,Trayvon BROMELL,10 JUL 1995,USA,1,"Ocean Breeze Athl. Complex, New York, NY (USA) (i)",13 FEB 2021,1210,60-metres,sprints,male,senior
199,6.50,,Trayvon BROMELL,10 JUL 1995,USA,2,"Armory Track&Field Center, New York, NY (USA) (i)",29 JAN 2022,1210,60-metres,sprints,male,senior
199,6.50,,Lamont Marcell JACOBS,26 SEP 1994,ITA,1,"Arena Stade Couvert, Liévin (FRA) (i)",17 FEB 2022,1210,60-metres,sprints,male,senior
199,6.50,,Davonte BURNETT,27 FEB 2000,JAM,1,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",12 MAR 2022,1210,60-metres,sprints,male,senior
199,6.50,+0.9,Kadrian GOLDSON,08 NOV 1997,JAM,5,"National Stadium, Kingston (JAM)",25 FEB 2023,1210,60-metres,sprints,male,senior
199,6.50,,Lamont Marcell JACOBS,26 SEP 1994,ITA,2,"Ataköy Arena, Istanbul (TUR) (i)",04 MAR 2023,1210,60-metres,sprints,male,senior
199,6.50,,Ali AL BALUSHI,09 FEB 2002,OMA,1sf1,"Aftab Enghelab Sport Complex, Tehran (IRI) (i)",18 FEB 2024,1210,60-metres,sprints,male,senior
199,6.50,,JC STEVENSON,02 JUN 2004,USA,1,"Sports Performance Center, Lubbock, TX (USA) (i)",24 JAN 2025,1210,60-metres,sprints,male,senior
199,6.50,+1.6,Tiaan WHELPTON,29 MAR 2000,NZL,2,"AIS Athletics Track, Canberra (AUS)",25 JAN 2025,1210,60-metres,sprints,male,senior
199,6.50,,Ronnie BAKER,15 OCT 1993,USA,1,"Atletická hala, Ostrava (CZE) (i)",04 FEB 2025,1210,60-metres,sprints,male,senior
199,6.50,+1.5,Rohan WATSON,29 APR 2002,JAM,1f1,"GC Foster College, Spanish Town (JAM)",01 MAR 2025,1210,60-metres,sprints,male,senior
199,6.50,,Lachlan KENNEDY,04 NOV 2003,AUS,2,"Sports Training Center, Nanjing (CHN) (i)",21 MAR 2025,1210,60-metres,sprints,male,senior
274,6.51,,Marian WORONIN,13 AUG 1956,POL,1,"Arena Stade Couvert, Liévin (FRA) (i)",21 FEB 1987,1204,60-metres,sprints,male,senior
274,6.51,,Linford CHRISTIE,02 APR 1960,GBR,1,Pireaus (GRE) (i),07 MAR 1990,1204,60-metres,sprints,male,senior
274,6.51,,Vitaliy SAVIN,23 JAN 1966,KAZ,1,Moskva (RUS) (i),01 FEB 1992,1204,60-metres,sprints,male,senior
274,6.51,,Jason LIVINGSTON,17 MAR 1971,GBR,1,Glasgow (GBR) (i),08 FEB 1992,1204,60-metres,sprints,male,senior
274,6.51,,Leroy BURRELL,21 FEB 1967,USA,1,Birmingham (GBR) (i),22 FEB 1992,1204,60-metres,sprints,male,senior
274,6.51,,Bruny SURIN,12 JUL 1967,CAN,1,Madrid (ESP) (i),11 FEB 1993,1204,60-metres,sprints,male,senior
274,6.51,,Talal MANSOUR,08 MAY 1964,QAT,2,Karlsruhe (GER) (i),06 MAR 1993,1204,60-metres,sprints,male,senior
274,6.51,,Frank FREDERICKS,02 OCT 1967,NAM,2,"The Sky Dome, Toronto (CAN) (i)",12 MAR 1993,1204,60-metres,sprints,male,senior
274,6.51,,Alexandros TERZIAN,24 JUN 1968,GRE,2,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",11 MAR 1994,1204,60-metres,sprints,male,senior
274,6.51,,Darren BRAITHWAITE,20 JAN 1969,GBR,2,"Palau Sant Jordi, Barcelona (ESP) (i)",10 MAR 1995,1204,60-metres,sprints,male,senior
274,6.51,,Bruny SURIN,12 JUL 1967,CAN,1sf1,"Palau Sant Jordi, Barcelona (ESP) (i)",10 MAR 1995,1204,60-metres,sprints,male,senior
274,6.51,,Bruny SURIN,12 JUL 1967,CAN,1,Saskatoon (CAN) (i),14 JAN 1996,1204,60-metres,sprints,male,senior
274,6.51,,Donovan POWELL,31 OCT 1971,JAM,h,"Atlanta, GA (USA) (i)",01 MAR 1996,1204,60-metres,sprints,male,senior
274,6.51,,Donovan BAILEY,16 DEC 1967,CAN,1,Maebashi (JPN) (i),08 FEB 1997,1204,60-metres,sprints,male,senior
274,6.51,,Charalambos PAPADIAS,24 JAN 1975,GRE,1,Pireaus (GRE) (i),14 FEB 1997,1204,60-metres,sprints,male,senior
274,6.51,,Michael GREEN,07 NOV 1970,JAM,h,Liévin (FRA) (i),16 FEB 1997,1204,60-metres,sprints,male,senior
274,6.51,,Bruny SURIN,12 JUL 1967,CAN,1,Stockholm (SWE) (i),20 FEB 1997,1204,60-metres,sprints,male,senior
274,6.51,,Tim MONTGOMERY,28 JAN 1975,USA,2,"Atlanta, GA (USA) (i)",28 FEB 1997,1204,60-metres,sprints,male,senior
274,6.51,,Tim MONTGOMERY,28 JAN 1975,USA,sf,"Atlanta, GA (USA) (i)",28 FEB 1997,1204,60-metres,sprints,male,senior
274,6.51,,Linford CHRISTIE,02 APR 1960,GBR,1,Sindelfingen (GER) (i),01 MAR 1997,1204,60-metres,sprints,male,senior
274,6.51,,Michael GREEN,07 NOV 1970,JAM,2,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",07 MAR 1997,1204,60-metres,sprints,male,senior
274,6.51,,Alexandros GENOVELIS,26 FEB 1968,GRE,1,Pireaus (GRE) (i),25 JAN 1998,1204,60-metres,sprints,male,senior
274,6.51,,Davidson EZINWA,22 NOV 1971,NGR,h,Chemnitz (GER) (i),29 JAN 1999,1204,60-metres,sprints,male,senior
274,6.51,,Maurice GREENE,23 JUL 1974,USA,h,"Lawrence, KS (USA) (i)",29 JAN 1999,1204,60-metres,sprints,male,senior
274,6.51,,Maurice GREENE,23 JUL 1974,USA,1,"New York, NY (USA) (i)",05 FEB 1999,1204,60-metres,sprints,male,senior
274,6.51,,Eric NKANSAH,12 DEC 1974,GHA,2,Liévin (FRA) (i),21 FEB 1999,1204,60-metres,sprints,male,senior
274,6.51,,Jon DRUMMOND,09 SEP 1968,USA,3,"Atlanta, GA (USA) (i)",27 FEB 1999,1204,60-metres,sprints,male,senior
274,6.51,,Maurice GREENE,23 JUL 1974,USA,h,"Atlanta, GA (USA) (i)",27 FEB 1999,1204,60-metres,sprints,male,senior
274,6.51,,Tim HARDEN,27 JAN 1974,USA,1h4,"Green Dome, Maebashi (JPN) (i)",07 MAR 1999,1204,60-metres,sprints,male,senior
274,6.51,,Donovan POWELL,31 OCT 1971,JAM,2h4,"Green Dome, Maebashi (JPN) (i)",07 MAR 1999,1204,60-metres,sprints,male,senior
274,6.51,,Jason GARDENER,17 SEP 1975,GBR,1,Pireaus (GRE) (i),09 FEB 2000,1204,60-metres,sprints,male,senior
274,6.51,,Georgios THEODORIDIS,12 DEC 1972,GRE,2,Pireaus (GRE) (i),09 FEB 2000,1204,60-metres,sprints,male,senior
274,6.51,,Greg SADDLER,29 JUN 1974,USA,1,Gent (BEL) (i),11 FEB 2000,1204,60-metres,sprints,male,senior
274,6.51,,Freddy MAYOLA,01 NOV 1977,CUB,2,Gent (BEL) (i),11 FEB 2000,1204,60-metres,sprints,male,senior
274,6.51,,Freddy MAYOLA,01 NOV 1977,CUB,2,Birmingham (GBR) (i),20 FEB 2000,1204,60-metres,sprints,male,senior
274,6.51,,Georgios THEODORIDIS,12 DEC 1972,GRE,2,"Topsporthal Vlaanderen, Gent (BEL) (i)",27 FEB 2000,1204,60-metres,sprints,male,senior
274,6.51,,Ja'Warren HOOKER,24 SEP 1978,USA,1,"Flagstaff, AZ (USA) (i)",24 FEB 2001,1204,60-metres,sprints,male,senior
274,6.51,,Maurice GREENE,23 JUL 1974,USA,1,"Atlanta, GA (USA) (i)",03 MAR 2001,1204,60-metres,sprints,male,senior
274,6.51,,Mark LEWIS-FRANCIS,04 SEP 1982,GBR,3,"Atlantic Pavillion, Lisboa (POR) (i)",11 MAR 2001,1204,60-metres,sprints,male,senior
274,6.51,,Morne NAGEL,23 MAR 1978,RSA,1,Karlsruhe (GER) (i),25 JAN 2002,1204,60-metres,sprints,male,senior
274,6.51,,Jason GARDENER,17 SEP 1975,GBR,1h2,Chemnitz (GER) (i),07 FEB 2003,1204,60-metres,sprints,male,senior
274,6.51,,Terrence TRAMMELL,23 NOV 1978,USA,1,"New York, NY (USA) (i)",07 FEB 2003,1204,60-metres,sprints,male,senior
274,6.51,,Coby MILLER,19 OCT 1976,USA,1,Linz (AUT) (i),07 MAR 2003,1204,60-metres,sprints,male,senior
274,6.51,,Jason GARDENER,17 SEP 1975,GBR,1sf1,Sheffield (GBR) (i),07 FEB 2004,1204,60-metres,sprints,male,senior
274,6.51,,Jason GARDENER,17 SEP 1975,GBR,1,Leipzig (GER) (i),14 FEB 2004,1204,60-metres,sprints,male,senior
274,6.51,,Ronald POGNON,16 NOV 1982,FRA,1,Gent (BEL) (i),06 FEB 2005,1204,60-metres,sprints,male,senior
274,6.51,,Ronald POGNON,16 NOV 1982,FRA,1h1,Karlsruhe (GER) (i),13 FEB 2005,1204,60-metres,sprints,male,senior
274,6.51,,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,1,Chemnitz (GER) (i),25 FEB 2005,1204,60-metres,sprints,male,senior
274,6.51,,Marcus BRUNSON,24 APR 1978,USA,2,"Schleyer Halle, Stuttgart (GER) (i)",03 FEB 2007,1204,60-metres,sprints,male,senior
274,6.51,,Jason GARDENER,17 SEP 1975,GBR,1,"National Indoor Arena, Birmingham (GBR) (i)",04 MAR 2007,1204,60-metres,sprints,male,senior
274,6.51,,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,1,"Velódromo Luis Puig, Valencia (ESP) (i)",09 FEB 2008,1204,60-metres,sprints,male,senior
274,6.51,,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,1,"Velódromo Luis Puig, Valencia (ESP) (i)",07 MAR 2008,1204,60-metres,sprints,male,senior
274,6.51,,Olusoji Adetokunbo FASUBA,09 JUL 1984,NGR,1sf3,"Velódromo Luis Puig, Valencia (ESP) (i)",07 MAR 2008,1204,60-metres,sprints,male,senior
274,6.51,,Richard THOMPSON,07 JUN 1985,TTO,1h2,"Fayetteville, AR (USA) (i)",14 MAR 2008,1204,60-metres,sprints,male,senior
274,6.51,,Richard THOMPSON,07 JUN 1985,TTO,1,"Fayetteville, AR (USA) (i)",15 MAR 2008,1204,60-metres,sprints,male,senior
274,6.51,,Michael RODGERS,24 APR 1985,USA,1,"MSG, New York, NY (USA) (i)",30 JAN 2009,1204,60-metres,sprints,male,senior
274,6.51,,Dwain CHAMBERS,05 APR 1978,GBR,1,Sheffield (GBR) (i),14 FEB 2009,1204,60-metres,sprints,male,senior
274,6.51,,Dwain CHAMBERS,05 APR 1978,GBR,1sf2,Sheffield (GBR) (i),14 FEB 2009,1204,60-metres,sprints,male,senior
274,6.51,,Jacoby FORD,27 JUL 1987,USA,1f1,"Blacksburg, VA (USA) (i)",28 FEB 2009,1204,60-metres,sprints,male,senior
274,6.51,,Mark JELKS,10 APR 1984,USA,1,"Boston, MA (USA) (i)",01 MAR 2009,1204,60-metres,sprints,male,senior
274,6.51,,Jacoby FORD,27 JUL 1987,USA,1h2,"College Station, TX (USA) (i)",13 MAR 2009,1204,60-metres,sprints,male,senior
274,6.51,,Ivory WILLIAMS,02 MAY 1985,USA,1,"Boston, MA (USA) (i)",06 FEB 2010,1204,60-metres,sprints,male,senior
274,6.51,,Dwain CHAMBERS,05 APR 1978,GBR,1sf1,"Aspire Dome, Doha (QAT) (i)",13 MAR 2010,1204,60-metres,sprints,male,senior
274,6.51,,Nesta CARTER,11 OCT 1985,JAM,1h2,"National Indoor Arena, Birmingham (GBR) (i)",18 FEB 2012,1204,60-metres,sprints,male,senior
274,6.51,,Justin GATLIN,10 FEB 1982,USA,1h1,"Albuquerque, NM (USA) (i)",25 FEB 2012,1204,60-metres,sprints,male,senior
274,6.51,,Yunier PÉREZ,16 FEB 1985,CUB,1,Mondeville (FRA) (i),02 FEB 2013,1204,60-metres,sprints,male,senior
274,6.51,,Michael TUMI,12 FEB 1990,ITA,1f1,Ancona (ITA) (i),17 FEB 2013,1204,60-metres,sprints,male,senior
274,6.51,,Femi OGUNODE,15 MAY 1991,QAT,2f1,"Flagstaff, AZ (USA) (i)",25 JAN 2014,1204,60-metres,sprints,male,senior
274,6.51,,Michael RODGERS,24 APR 1985,USA,1h4,"Albuquerque, NM (USA) (i)",22 FEB 2014,1204,60-metres,sprints,male,senior
274,6.51,,Marvin BRACY,15 DEC 1993,USA,1sf1,"Albuquerque, NM (USA) (i)",23 FEB 2014,1204,60-metres,sprints,male,senior
274,6.51,,Kim COLLINS,05 APR 1976,SKN,1f1,Metz (FRA) (i),28 FEB 2014,1204,60-metres,sprints,male,senior
274,6.51,,Marvin BRACY,15 DEC 1993,USA,2,"Ergo Arena, Sopot (POL) (i)",08 MAR 2014,1204,60-metres,sprints,male,senior
274,6.51,,Akeem HAYNES,03 NOV 1992,CAN,1f1,"Flagstaff, AZ (USA) (i)",31 JAN 2015,1204,60-metres,sprints,male,senior
274,6.51,,Trell KIMMONS,13 JUL 1985,USA,1,"Reggie Lewis Center, Boston, MA (USA) (i)",07 FEB 2015,1204,60-metres,sprints,male,senior
274,6.51,,Richard KILTY,02 SEP 1989,GBR,1,"O2 Arena, Praha (CZE) (i)",08 MAR 2015,1204,60-metres,sprints,male,senior
274,6.51,,Kim COLLINS,05 APR 1976,SKN,1h1,"Emirates Arena, Glasgow (GBR) (i)",20 FEB 2016,1204,60-metres,sprints,male,senior
274,6.51,,Ronnie BAKER,15 OCT 1993,USA,1,"Ames, IA (USA) (i)",27 FEB 2016,1204,60-metres,sprints,male,senior
274,6.51,,Ronnie BAKER,15 OCT 1993,USA,2h2,"Birmingham, AL (USA) (i)",11 MAR 2016,1204,60-metres,sprints,male,senior
274,6.51,,Marvin BRACY,15 DEC 1993,USA,1,"Portland, OR (USA) (i)",12 MAR 2016,1204,60-metres,sprints,male,senior
274,6.51,,Trayvon BROMELL,10 JUL 1995,USA,2,"Portland, OR (USA) (i)",12 MAR 2016,1204,60-metres,sprints,male,senior
274,6.51,,Ramon GITTENS,20 JUL 1987,BAR,3,"Oregon Convention Center, Portland, OR (USA) (i)",18 MAR 2016,1204,60-metres,sprints,male,senior
274,6.51,,Michael RODGERS,24 APR 1985,USA,2sf2,"Oregon Convention Center, Portland, OR (USA) (i)",18 MAR 2016,1204,60-metres,sprints,male,senior
274,6.51,,Christian COLEMAN,06 MAR 1996,USA,1,"Blacksburg, VA (USA) (i)",03 FEB 2017,1204,60-metres,sprints,male,senior
274,6.51,,Kendal WILLIAMS,23 SEP 1995,USA,1,"Clemson, SC (USA) (i)",17 FEB 2017,1204,60-metres,sprints,male,senior
274,6.51,,Hassan TAFTIAN,04 MAY 1993,IRI,1,Tehran (IRI) (i),01 FEB 2018,1204,60-metres,sprints,male,senior
274,6.51,,Bryce ROBINSON,13 NOV 1993,USA,2h1,"Albuquerque, NM (USA) (i)",17 FEB 2018,1204,60-metres,sprints,male,senior
