rank,mark,wind,competitor,dob,nationality,position,venue,date,result_score,discipline,type,sex,age_cat,normalized_discipline,track_field,mark_numeric,venue_country,age_at_event,season
148,58:28,,Muhajr HARDIN,,ETH,1,Paris (FRA),2014-10-12,1107.0,20-kilometres,road-running,male,senior,20-kilometres,track,3508.0,FRA,,2014
148,58:28,,Etienne DAGUINOS,2000-02-15,FRA,7,Paris (FRA),2023-10-08,1107.0,20-kilometres,road-running,male,senior,20-kilometres,track,3508.0,FRA,23.0,2023
148,58:28,,Jamal Bilal SALEM,1978-09-12,QAT,7,Paris (FRA),2008-10-12,1107.0,20-kilometres,road-running,male,senior,20-kilometres,track,3508.0,FRA,30.0,2008
148,58:28,,Felicien MUHITIRA,1994-11-04,RWA,8,Paris (FRA),2022-10-09,1107.0,20-kilometres,road-running,male,senior,20-kilometres,track,3508.0,FRA,27.0,2022
148,58:28,,Elijah BIRGEN,,KEN,5,Almeirim (POR),2001-01-22,1107.0,20-kilometres,road-running,male,senior,20-kilometres,track,3508.0,POR,,2001
148,58:28,,Gilbert Kiptanui RUTTO,1966-03-03,KEN,1,"New Haven, CT (USA)",1995-09-04,1107.0,20-kilometres,road-running,male,senior,20-kilometres,track,3508.0,USA,29.0,1995
148,58:28,,Salim KIPSANG,1979-12-22,KEN,3,Alphen aan den Rijn (NED),2004-03-07,1107.0,20-kilometres,road-running,male,senior,20-kilometres,track,3508.0,NED,24.0,2004
148,58:28,,Gilbert Kiptanui RUTTO,1966-03-03,KEN,1,"New Haven, CT (USA)",1995-09-04,1107.0,20-kilometres,road-running,male,senior,20-kilometres,track,3508.0,USA,29.0,1995
157,58:29,,Enos KALES,1999-01-01,KEN,1,Paris (FRA),2019-10-13,1106.0,20-kilometres,road-running,male,senior,20-kilometres,track,3509.0,FRA,20.0,2019
157,58:29,,Stephan BARONGO OGARI,1992-10-15,KEN,2,Paris (FRA),2014-10-12,1106.0,20-kilometres,road-running,male,senior,20-kilometres,track,3509.0,FRA,22.0,2014
157,58:29,,Abdellatif MEFTAH,1982-01-03,FRA,3,Paris (FRA),2010-10-10,1106.0,20-kilometres,road-running,male,senior,20-kilometres,track,3509.0,FRA,28.0,2010
157,58:29,,Abbabiya SIMBASSA,1993-06-30,USA,3,"New Haven, CT (USA)",2024-09-02,1106.0,20-kilometres,road-running,male,senior,20-kilometres,track,3509.0,USA,31.0,2024
157,58:29,,Girma TOLA,1974-10-19,ETH,5,Paris (FRA),2003-10-19,1106.0,20-kilometres,road-running,male,senior,20-kilometres,track,3509.0,FRA,29.0,2003
157,58:29,,Mohammed MOURHIT,1970-10-10,MAR,2,Paris (FRA),1996-10-20,1106.0,20-kilometres,road-running,male,senior,20-kilometres,track,3509.0,FRA,26.0,1996
157,58:29,,Mohammed MOURHIT,1970-10-10,BEL,,Paris (FRA),1996-10-20,1106.0,20-kilometres,road-running,male,senior,20-kilometres,track,3509.0,FRA,26.0,1996
157,58:29,,Alexander TIDONY,,KEN,8,Paris (FRA),2008-10-12,1106.0,20-kilometres,road-running,male,senior,20-kilometres,track,3509.0,FRA,,2008
165,58:30,,Kamel KOHIL,1971-12-25,ALG,1,Tours (FRA),1999-09-26,1106.0,20-kilometres,road-running,male,senior,20-kilometres,track,3510.0,FRA,27.0,1999
165,58:30,,Matt TEGENKAMP,1982-01-19,USA,1,"New Haven, CT (USA)",2012-09-03,1106.0,20-kilometres,road-running,male,senior,20-kilometres,track,3510.0,USA,30.0,2012
165,58:30,,Leul GEBRESILASE,1992-09-20,ETH,3,Tachikawa (JPN),2013-10-19,1106.0,20-kilometres,road-running,male,senior,20-kilometres,track,3510.0,JPN,21.0,2013
165,58:30,,Sahlesilassie NIGUSSIE,1995-11-26,ETH,3,Paris (FRA),2014-10-12,1106.0,20-kilometres,road-running,male,senior,20-kilometres,track,3510.0,FRA,18.0,2014
169,58:31,,Titus KIRWA,,KEN,4,Paris (FRA),2014-10-12,1105.0,20-kilometres,road-running,male,senior,20-kilometres,track,3511.0,FRA,,2014
169,58:31,,Aidan REED,1998-01-15,USA,4,"New Haven, CT (USA)",2024-09-02,1105.0,20-kilometres,road-running,male,senior,20-kilometres,track,3511.0,USA,26.0,2024
169,58:31,,Nobert KIGEN,1993-01-24,KEN,1,Tours (FRA),2015-09-20,1105.0,20-kilometres,road-running,male,senior,20-kilometres,track,3511.0,FRA,22.0,2015
169,58:31,,Essa Ismail RASHED,1986-12-14,QAT,14,Debrecen (HUN),2006-10-08,1105.0,20-kilometres,road-running,male,senior,20-kilometres,track,3511.0,HUN,19.0,2006
169,58:31,,Kenneth CHERUIYOT,1974-02-08,KEN,3,Paris (FRA),1996-10-20,1105.0,20-kilometres,road-running,male,senior,20-kilometres,track,3511.0,FRA,22.0,1996
169,58:31,,Samuel NYANGINCHA,1962-11-10,KEN,2,"New Haven, CT (USA)",1995-09-04,1105.0,20-kilometres,road-running,male,senior,20-kilometres,track,3511.0,USA,32.0,1995
169,58:31,,Samuel NYANGINCHA,1962-11-10,KEN,2,"New Haven, CT (USA)",1995-09-04,1105.0,20-kilometres,road-running,male,senior,20-kilometres,track,3511.0,USA,32.0,1995
169,58:31,,Dennis Musembi NDISO,1983-12-31,KEN,6,Paris (FRA),2005-10-16,1105.0,20-kilometres,road-running,male,senior,20-kilometres,track,3511.0,FRA,21.0,2005
177,58:32,,Gereme WNEDEM,,ETH,5,Paris (FRA),2012-10-14,1104.0,20-kilometres,road-running,male,senior,20-kilometres,track,3512.0,FRA,,2012
177,58:32,,Alemu BEKELE,1990-03-23,BRN,f1,København (DEN),2014-03-29,1104.0,20-kilometres,road-running,male,senior,20-kilometres,track,3512.0,DEN,24.0,2014
179,58:33,,Joseph KAMAU,1969-06-17,KEN,1,"New Haven, CT (USA)",1996-09-02,1104.0,20-kilometres,road-running,male,senior,20-kilometres,track,3513.0,USA,27.0,1996
179,58:33,,Shadrack HOFF,1973-05-19,RSA,1,Alphen aan den Rijn (NED),2003-03-09,1104.0,20-kilometres,road-running,male,senior,20-kilometres,track,3513.0,NED,29.0,2003
179,58:33,,Hillary KIPCHUMBA,,KEN,7,Paris (FRA),2005-10-16,1104.0,20-kilometres,road-running,male,senior,20-kilometres,track,3513.0,FRA,,2005
179,58:33,,Hoseah NAILEL,,KEN,6,Paris (FRA),2012-10-14,1104.0,20-kilometres,road-running,male,senior,20-kilometres,track,3513.0,FRA,,2012
179,58:33,,Alfred Kipserem CHEROP,1986-03-02,KEN,1,Tours (FRA),2014-09-21,1104.0,20-kilometres,road-running,male,senior,20-kilometres,track,3513.0,FRA,28.0,2014
184,58:34,,Enock OMWAMBA,1993-04-04,KEN,2,Tokyo (JPN),2014-10-18,1103.0,20-kilometres,road-running,male,senior,20-kilometres,track,3514.0,JPN,21.0,2014
184,58:34,,Josphat Kiprono MENJO,1979-08-20,KEN,2,Paris (FRA),2017-10-08,1103.0,20-kilometres,road-running,male,senior,20-kilometres,track,3514.0,FRA,38.0,2017
184,58:34,,Dawit WELDESILASIE,1994-12-10,ERI,7,Paris (FRA),2012-10-14,1103.0,20-kilometres,road-running,male,senior,20-kilometres,track,3514.0,FRA,17.0,2012
184,58:34,,Felicien MUHITIRA,1994-11-04,RWA,2,Paris (FRA),2018-10-14,1103.0,20-kilometres,road-running,male,senior,20-kilometres,track,3514.0,FRA,23.0,2018
184,58:34,,Francis Kibiwott LARABAL,1978-09-15,KEN,3,Alphen aan den Rijn (NED),2003-03-09,1103.0,20-kilometres,road-running,male,senior,20-kilometres,track,3514.0,NED,24.0,2003
184,58:34,,Luke KIBET,1983-04-12,KEN,2,Alphen aan den Rijn (NED),2003-03-09,1103.0,20-kilometres,road-running,male,senior,20-kilometres,track,3514.0,NED,19.0,2003
184,58:34,,David Omiti MAKORI,1973-11-06,KEN,1,Almeirim (POR),2002-01-20,1103.0,20-kilometres,road-running,male,senior,20-kilometres,track,3514.0,POR,28.0,2002
184,58:34,,Felix LIMO,1980-08-22,KEN,1,Alphen aan den Rijn (NED),2005-03-06,1103.0,20-kilometres,road-running,male,senior,20-kilometres,track,3514.0,NED,24.0,2005
192,58:35,,Henry Mbae GITHUKA,,KEN,8,Paris (FRA),2005-10-16,1102.0,20-kilometres,road-running,male,senior,20-kilometres,track,3515.0,FRA,,2005
192,58:35,,Jackson KOECH,1978-12-26,KEN,2,Alphen aan den Rijn (NED),2005-03-06,1102.0,20-kilometres,road-running,male,senior,20-kilometres,track,3515.0,NED,26.0,2005
194,58:37,,Brahim BOUTAYEB,1967-08-15,MAR,3,Paris (FRA),1994-10-16,1101.0,20-kilometres,road-running,male,senior,20-kilometres,track,3517.0,FRA,27.0,1994
194,58:37,,Jakob KITUR,,KEN,6,Paris (FRA),2003-10-19,1101.0,20-kilometres,road-running,male,senior,20-kilometres,track,3517.0,FRA,,2003
194,58:37,,Pierre COUZINIER,1996-03-10,FRA,9,Paris (FRA),2022-10-09,1101.0,20-kilometres,road-running,male,senior,20-kilometres,track,3517.0,FRA,26.0,2022
194,58:37,,Samuel CHELANGA,1985-02-23,USA,4,"New Haven, CT (USA)",2024-09-02,1101.0,20-kilometres,road-running,male,senior,20-kilometres,track,3517.0,USA,39.0,2024
198,58:38,,Adrian ROYLE,1959-02-12,GBR,1,Zuma Beach (USA),1981-12-20,1100.0,20-kilometres,road-running,male,senior,20-kilometres,track,3518.0,USA,22.0,1981
198,58:38,,Róbert ŠTEFKO,1968-05-28,SVK,4,Paris (FRA),1994-10-16,1100.0,20-kilometres,road-running,male,senior,20-kilometres,track,3518.0,FRA,26.0,1994
198,58:38,,Daniel NJENGA,1976-05-07,KEN,1,Oimachi (JPN),1998-10-25,1100.0,20-kilometres,road-running,male,senior,20-kilometres,track,3518.0,JPN,22.0,1998
198,58:38,,Salah HISSOU,1972-01-16,MAR,3,Alphen aan den Rijn (NED),2005-03-06,1100.0,20-kilometres,road-running,male,senior,20-kilometres,track,3518.0,NED,33.0,2005
198,58:38,,Paul MELLY,1981-04-01,KEN,5,Paris (FRA),2014-10-12,1100.0,20-kilometres,road-running,male,senior,20-kilometres,track,3518.0,FRA,33.0,2014
198,58:38,,Morhad AMDOUNI,1988-06-21,FRA,10,Paris (FRA),2022-10-09,1100.0,20-kilometres,road-running,male,senior,20-kilometres,track,3518.0,FRA,34.0,2022
204,58:39,,Thomas OSANO,1970-06-04,KEN,4,Paris (FRA),1996-10-20,1099.0,20-kilometres,road-running,male,senior,20-kilometres,track,3519.0,FRA,26.0,1996
204,58:39,,Alberto CHAICA,1973-09-17,POR,2,Almeirim (POR),2002-01-20,1099.0,20-kilometres,road-running,male,senior,20-kilometres,track,3519.0,POR,28.0,2002
204,58:39,,Onbeche MOKAMBA,1981-04-06,KEN,2,Tachikawa (JPN),2004-10-16,1099.0,20-kilometres,road-running,male,senior,20-kilometres,track,3519.0,JPN,23.0,2004
204,58:39,,Dennis Musembi NDISO,1983-12-31,KEN,1,Maroilles (FRA),2008-05-01,1099.0,20-kilometres,road-running,male,senior,20-kilometres,track,3519.0,FRA,24.0,2008
208,58:40,,Masato KIHARA,1986-07-13,JPN,2,Tachikawa (JPN),2007-10-20,1099.0,20-kilometres,road-running,male,senior,20-kilometres,track,3520.0,JPN,21.0,2007
208,58:40,,Florian CARVALHO DE FONSESCO,1989-03-09,FRA,3,Paris (FRA),2017-10-08,1099.0,20-kilometres,road-running,male,senior,20-kilometres,track,3520.0,FRA,28.0,2017
208,58:40,,Said ER RMILI,,MAR,1,Paris (FRA),1993-10-17,1099.0,20-kilometres,road-running,male,senior,20-kilometres,track,3520.0,FRA,,1993
208,58:40,,John KANYI,1980-09-06,KEN,2,Oimachi (JPN),1998-10-25,1099.0,20-kilometres,road-running,male,senior,20-kilometres,track,3520.0,JPN,18.0,1998
212,58:41,,Jacques VAN RENSBURG,1968-01-24,RSA,2,Paris (FRA),1993-10-17,1098.0,20-kilometres,road-running,male,senior,20-kilometres,track,3521.0,FRA,25.0,1993
212,58:41,,Tijani ERRAHMOUNI,1970-12-30,FRA,5,Paris (FRA),1994-10-16,1098.0,20-kilometres,road-running,male,senior,20-kilometres,track,3521.0,FRA,23.0,1994
212,58:41,,Kamel KOHIL,1971-12-25,ALG,5,Paris (FRA),1996-10-20,1098.0,20-kilometres,road-running,male,senior,20-kilometres,track,3521.0,FRA,24.0,1996
215,58:42,,Nicolas NAVARRO,1991-03-12,FRA,8,Paris (FRA),2023-10-08,1097.0,20-kilometres,road-running,male,senior,20-kilometres,track,3522.0,FRA,32.0,2023
215,58:42,,Abdellah BÉHAR,1963-07-05,FRA,8,Paris (FRA),1999-10-17,1097.0,20-kilometres,road-running,male,senior,20-kilometres,track,3522.0,FRA,36.0,1999
215,58:42,,Abdi ABDIRAHMAN,1977-01-01,USA,1,"New Haven, CT (USA)",2005-09-05,1097.0,20-kilometres,road-running,male,senior,20-kilometres,track,3522.0,USA,28.0,2005
215,58:42,,John Morimbori GWAKO,1978-09-04,KEN,7,Paris (FRA),1996-10-20,1097.0,20-kilometres,road-running,male,senior,20-kilometres,track,3522.0,FRA,18.0,1996
215,58:42,,Thomas CHERULEI,,KEN,6,Paris (FRA),1996-10-20,1097.0,20-kilometres,road-running,male,senior,20-kilometres,track,3522.0,FRA,,1996
215,58:42,,Clemens KIPROTICH,1964-10-06,KEN,1,Alphen aan den Rijn (NED),1998-03-14,1097.0,20-kilometres,road-running,male,senior,20-kilometres,track,3522.0,NED,33.0,1998
221,58:43,,Jacques VAN RENSBURG,1968-01-24,RSA,6,Paris (FRA),1994-10-16,1097.0,20-kilometres,road-running,male,senior,20-kilometres,track,3523.0,FRA,26.0,1994
221,58:43,,Cuthbert NYASANGO,1982-09-17,ZIM,15,Debrecen (HUN),2006-10-08,1097.0,20-kilometres,road-running,male,senior,20-kilometres,track,3523.0,HUN,24.0,2006
221,58:43,,Josphat MURAGA,,KEN,9,Paris (FRA),2008-10-12,1097.0,20-kilometres,road-running,male,senior,20-kilometres,track,3523.0,FRA,,2008
221,58:43,,Benjamin NGANDU,1990-03-21,KEN,2,Tachikawa (JPN),2010-10-16,1097.0,20-kilometres,road-running,male,senior,20-kilometres,track,3523.0,JPN,20.0,2010
221,58:43,,Philemon Kipchumba YATOR,1992-04-02,KEN,2,Marseille (FRA),2012-10-28,1097.0,20-kilometres,road-running,male,senior,20-kilometres,track,3523.0,FRA,20.0,2012
221,58:43,,Kengo SUZUKI,1995-06-11,JPN,3,Tachikawa (JPN),2016-10-16,1097.0,20-kilometres,road-running,male,senior,20-kilometres,track,3523.0,JPN,21.0,2016
221,58:43,,Felicien MUHITIRA,1994-11-04,RWA,4,Paris (FRA),2017-10-08,1097.0,20-kilometres,road-running,male,senior,20-kilometres,track,3523.0,FRA,22.0,2017
221,58:43,,Elvis TABARACH,1997-06-20,KEN,5,Paris (FRA),2017-10-08,1097.0,20-kilometres,road-running,male,senior,20-kilometres,track,3523.0,FRA,20.0,2017
229,58:44,,Hassan CHAHDI,1989-05-07,FRA,6,Paris (FRA),2017-10-08,1096.0,20-kilometres,road-running,male,senior,20-kilometres,track,3524.0,FRA,28.0,2017
229,58:44,,Tekle MEKONEN,1982-01-18,ERI,8,Paris (FRA),2012-10-14,1096.0,20-kilometres,road-running,male,senior,20-kilometres,track,3524.0,FRA,30.0,2012
229,58:44,,Jackson KIPNGOK,1960-12-14,KEN,1,"New Haven, CT (USA)",1994-09-05,1096.0,20-kilometres,road-running,male,senior,20-kilometres,track,3524.0,USA,33.0,1994
229,58:44,,Girma TOLA,1974-10-19,ETH,4,Alphen aan den Rijn (NED),2003-03-09,1096.0,20-kilometres,road-running,male,senior,20-kilometres,track,3524.0,NED,28.0,2003
233,58:45,,Alfred Kipserem CHEROP,1986-03-02,KEN,6,Paris (FRA),2014-10-12,1095.0,20-kilometres,road-running,male,senior,20-kilometres,track,3525.0,FRA,28.0,2014
233,58:45,,Joseph Ngeny KIPROTICH,1977-07-20,KEN,7,Paris (FRA),2003-10-19,1095.0,20-kilometres,road-running,male,senior,20-kilometres,track,3525.0,FRA,26.0,2003
233,58:45,,Worku BIKILA,1968-05-06,ETH,3,Alphen aan den Rijn (NED),2000-03-12,1095.0,20-kilometres,road-running,male,senior,20-kilometres,track,3525.0,NED,31.0,2000
233,58:45,,Cyrus Gichobi NJUI,1986-02-11,KEN,2,Tachikawa (JPN),2005-10-22,1095.0,20-kilometres,road-running,male,senior,20-kilometres,track,3525.0,JPN,19.0,2005
233,58:45,,Joseph KIBOR,1972-12-22,KEN,2,Alphen aan den Rijn (NED),1998-03-14,1095.0,20-kilometres,road-running,male,senior,20-kilometres,track,3525.0,NED,25.0,1998
233,58:45,,Kenneth CHERUIYOT,1974-02-08,KEN,1,Paris (FRA),1995-10-15,1095.0,20-kilometres,road-running,male,senior,20-kilometres,track,3525.0,FRA,21.0,1995
233,58:45,,Gilbert Kiptanui RUTTO,1966-03-03,KEN,2,"New Haven, CT (USA)",1994-09-05,1095.0,20-kilometres,road-running,male,senior,20-kilometres,track,3525.0,USA,28.0,1994
233,58:45,,José RAMOS,1968-07-28,POR,1,Almeirim (POR),2000-01-16,1095.0,20-kilometres,road-running,male,senior,20-kilometres,track,3525.0,POR,31.0,2000
241,58:46,,Elarbi KHATTABI,1967-05-16,MAR,3,Paris (FRA),1993-10-17,1095.0,20-kilometres,road-running,male,senior,20-kilometres,track,3526.0,FRA,26.0,1993
241,58:46,,Gishu Dida MACO,1982-06-22,ETH,4,Paris (FRA),2011-10-09,1095.0,20-kilometres,road-running,male,senior,20-kilometres,track,3526.0,FRA,29.0,2011
241,58:46,,Luc LE BARON,2002-02-05,FRA,8,Paris (FRA),2024-10-13,1095.0,20-kilometres,road-running,male,senior,20-kilometres,track,3526.0,FRA,22.0,2024
244,58:47,,Samson KIFLEMARIAM,1984-01-23,ERI,4,Paris (FRA),2010-10-10,1094.0,20-kilometres,road-running,male,senior,20-kilometres,track,3527.0,FRA,26.0,2010
244,58:47,,Ezechiel NIZIGIYIMANA,1990-03-30,BDI,4,Paris (FRA),2013-10-13,1094.0,20-kilometres,road-running,male,senior,20-kilometres,track,3527.0,FRA,23.0,2013
244,58:47,,Abraham CHEROBEN,1992-10-11,KEN,1,Maroilles (FRA),2013-05-01,1094.0,20-kilometres,road-running,male,senior,20-kilometres,track,3527.0,FRA,20.0,2013
244,58:47,,Benjamin ROTICH,,KEN,1,Ceret (FRA),2000-09-17,1094.0,20-kilometres,road-running,male,senior,20-kilometres,track,3527.0,FRA,,2000
244,58:47,,Wilson Kipkemboi KIGEN,1980-08-10,KEN,1,Alphen aan den Rijn (NED),2002-03-10,1094.0,20-kilometres,road-running,male,senior,20-kilometres,track,3527.0,NED,21.0,2002
244,58:47,,Paul William EVANS,1961-04-13,GBR,1,Alphen aan den Rijn (NED),1996-03-09,1094.0,20-kilometres,road-running,male,senior,20-kilometres,track,3527.0,NED,34.0,1996
244,58:47,,Thomas OSANO,1970-06-04,KEN,4,Paris (FRA),1993-10-17,1094.0,20-kilometres,road-running,male,senior,20-kilometres,track,3527.0,FRA,23.0,1993
244,58:47,,Philbert NADA SAKTAY,1959-08-04,TAN,1,Alphen aan den Rijn (NED),1992-03-07,1094.0,20-kilometres,road-running,male,senior,20-kilometres,track,3527.0,NED,32.0,1992
244,58:47,,Stephen KIOGORA,1974-11-10,KEN,2,"New Haven, CT (USA)",1998-09-07,1094.0,20-kilometres,road-running,male,senior,20-kilometres,track,3527.0,USA,23.0,1998
253,58:48,,John Karunga KAGWE,1969-01-09,KEN,3,"New Haven, CT (USA)",1994-09-05,1093.0,20-kilometres,road-running,male,senior,20-kilometres,track,3528.0,USA,25.0,1994
253,58:48,,Geoffrey KENISI,,KEN,5,Paris (FRA),2011-10-09,1093.0,20-kilometres,road-running,male,senior,20-kilometres,track,3528.0,FRA,,2011
253,58:48,,Luke PUSKEDRA,1990-02-08,USA,2,"New Haven, CT (USA)",2012-09-03,1093.0,20-kilometres,road-running,male,senior,20-kilometres,track,3528.0,USA,22.0,2012
253,58:48,,Emmanuel ROUDOLFF,1995-07-30,FRA,9,Paris (FRA),2023-10-08,1093.0,20-kilometres,road-running,male,senior,20-kilometres,track,3528.0,FRA,28.0,2023
257,58:49,,Rodgers ROP,1976-02-16,KEN,2,Alphen aan den Rijn (NED),2002-03-10,1093.0,20-kilometres,road-running,male,senior,20-kilometres,track,3529.0,NED,26.0,2002
257,58:49,,Julius ONDIEKI,1969-07-10,KEN,5,Paris (FRA),1993-10-17,1093.0,20-kilometres,road-running,male,senior,20-kilometres,track,3529.0,FRA,24.0,1993
257,58:49,,Jussi UTRIAINEN,1978-11-28,FIN,5,Alphen aan den Rijn (NED),2003-03-09,1093.0,20-kilometres,road-running,male,senior,20-kilometres,track,3529.0,NED,24.0,2003
260,58:50,,Oleg STRIZHAKOV,1963-07-18,RUS,7,Paris (FRA),1994-10-16,1092.0,20-kilometres,road-running,male,senior,20-kilometres,track,3530.0,FRA,31.0,1994
260,58:50,,Andrew MASAI,1960-12-13,KEN,2,Paris (FRA),1995-10-15,1092.0,20-kilometres,road-running,male,senior,20-kilometres,track,3530.0,FRA,34.0,1995
260,58:50,,Aiduna AITNAFA,1974-10-28,ETH,2,Alphen aan den Rijn (NED),1996-03-09,1092.0,20-kilometres,road-running,male,senior,20-kilometres,track,3530.0,NED,21.0,1996
260,58:50,,Larbi ZEROUAL,1971-01-10,FRA,4,Alphen aan den Rijn (NED),2000-03-12,1092.0,20-kilometres,road-running,male,senior,20-kilometres,track,3530.0,NED,29.0,2000
264,58:51,,Jima BEKELE,1987-10-18,ETH,10,Paris (FRA),2023-10-08,1091.0,20-kilometres,road-running,male,senior,20-kilometres,track,3531.0,FRA,35.0,2023
264,58:51,,Stephan BARONGO OGARI,1992-10-15,KEN,5,Paris (FRA),2013-10-13,1091.0,20-kilometres,road-running,male,senior,20-kilometres,track,3531.0,FRA,21.0,2013
264,58:51,,Josphat Kiprono MENJO,1979-08-20,KEN,11,Paris (FRA),2022-10-09,1091.0,20-kilometres,road-running,male,senior,20-kilometres,track,3531.0,FRA,43.0,2022
264,58:51,,Abdi NAGEEYE,1989-03-02,NED,1,Alphen aan den Rijn (NED),2013-03-03,1091.0,20-kilometres,road-running,male,senior,20-kilometres,track,3531.0,NED,24.0,2013
264,58:51,,Muthoni MUIRU,1998-03-27,KEN,4,Tachikawa (JPN),2016-10-16,1091.0,20-kilometres,road-running,male,senior,20-kilometres,track,3531.0,JPN,18.0,2016
264,58:51,,James Kibocha THEURI,1978-11-30,FRA,5,Paris (FRA),2010-10-10,1091.0,20-kilometres,road-running,male,senior,20-kilometres,track,3531.0,FRA,31.0,2010
264,58:51,,Girma ASSEFA,1986-06-20,ETH,8,Paris (FRA),2003-10-19,1091.0,20-kilometres,road-running,male,senior,20-kilometres,track,3531.0,FRA,17.0,2003
264,58:51,,Takehiro DEKI,1990-04-12,JPN,1,Tokyo (JPN),2010-10-24,1091.0,20-kilometres,road-running,male,senior,20-kilometres,track,3531.0,JPN,20.0,2010
264,58:51,,Hideaki DATE,1985-04-11,JPN,1,Tokyo (JPN),2006-10-22,1091.0,20-kilometres,road-running,male,senior,20-kilometres,track,3531.0,JPN,21.0,2006
273,58:52,,Marco GIELEN,1970-05-30,NED,1,Alphen aan den Rijn (NED),1995-03-11,1090.0,20-kilometres,road-running,male,senior,20-kilometres,track,3532.0,NED,24.0,1995
273,58:52,,Khalid CHOUKOUD,1986-03-23,NED,2,Alphen aan den Rijn (NED),2013-03-03,1090.0,20-kilometres,road-running,male,senior,20-kilometres,track,3532.0,NED,26.0,2013
275,58:53,,David NILSSON,1987-04-16,SWE,12,Paris (FRA),2022-10-09,1090.0,20-kilometres,road-running,male,senior,20-kilometres,track,3533.0,FRA,35.0,2022
275,58:53,,Mustapha HOUDADI,1986-08-05,MAR,7,Paris (FRA),2014-10-12,1090.0,20-kilometres,road-running,male,senior,20-kilometres,track,3533.0,FRA,28.0,2014
275,58:53,,Patrick TAMBWÉ,1975-05-05,COD,9,Paris (FRA),2005-10-16,1090.0,20-kilometres,road-running,male,senior,20-kilometres,track,3533.0,FRA,30.0,2005
275,58:53,,Harun TOROITICH,,KEN,2,Paris (FRA),2002-10-13,1090.0,20-kilometres,road-running,male,senior,20-kilometres,track,3533.0,FRA,,2002
275,58:53,,Pēteris KRŪMIŅŠ,,URS,,Vilnius (URS),1976-04-30,1090.0,20-kilometres,road-running,male,senior,20-kilometres,track,3533.0,URS,,1976
275,58:53,,Wesley OCHORO,,KEN,9,Paris (FRA),2003-10-19,1090.0,20-kilometres,road-running,male,senior,20-kilometres,track,3533.0,FRA,,2003
281,58:54,,Christopher CHEBOIBOCH,1977-03-03,KEN,3,Alphen aan den Rijn (NED),2002-03-10,1089.0,20-kilometres,road-running,male,senior,20-kilometres,track,3534.0,NED,25.0,2002
282,58:55,,Erick WAINAINA,1973-12-19,KEN,1,Nakajo (JPN),1998-11-03,1088.0,20-kilometres,road-running,male,senior,20-kilometres,track,3535.0,JPN,24.0,1998
282,58:55,,Peter MUSYOKI,1980-04-06,KEN,5,Alphen aan den Rijn (NED),2001-03-11,1088.0,20-kilometres,road-running,male,senior,20-kilometres,track,3535.0,NED,20.0,2001
282,58:55,,Moses SAINA,,KEN,6,Alphen aan den Rijn (NED),2001-03-11,1088.0,20-kilometres,road-running,male,senior,20-kilometres,track,3535.0,NED,,2001
282,58:55,,Jamal Bilal SALEM,1978-09-12,QAT,16,Debrecen (HUN),2006-10-08,1088.0,20-kilometres,road-running,male,senior,20-kilometres,track,3535.0,HUN,28.0,2006
286,58:56,,Gilbert YEGON,1988-08-06,KEN,3,Alphen aan den Rijn (NED),2010-03-07,1088.0,20-kilometres,road-running,male,senior,20-kilometres,track,3536.0,NED,21.0,2010
286,58:56,,Dawit WELDESILASIE,1994-12-10,ERI,6,Paris (FRA),2013-10-13,1088.0,20-kilometres,road-running,male,senior,20-kilometres,track,3536.0,FRA,18.0,2013
286,58:56,,Florian CARVALHO DE FONSESCO,1989-03-09,FRA,2,Paris (FRA),2019-10-13,1088.0,20-kilometres,road-running,male,senior,20-kilometres,track,3536.0,FRA,30.0,2019
286,58:56,,Benjamin ITOK,,KEN,7,Alphen aan den Rijn (NED),2001-03-11,1088.0,20-kilometres,road-running,male,senior,20-kilometres,track,3536.0,NED,,2001
286,58:56,,Marco GIELEN,1970-05-30,NED,1,Alphen aan den Rijn (NED),1997-03-08,1088.0,20-kilometres,road-running,male,senior,20-kilometres,track,3536.0,NED,26.0,1997
286,58:56,,Simon KARORI,1959-08-25,KEN,1,"New Haven, CT (USA)",1992-09-07,1088.0,20-kilometres,road-running,male,senior,20-kilometres,track,3536.0,USA,33.0,1992
286,58:56,,Isaac CHEMOBWO KIPKOECH,1973-10-25,KEN,3,Alphen aan den Rijn (NED),1999-03-13,1088.0,20-kilometres,road-running,male,senior,20-kilometres,track,3536.0,NED,25.0,1999
293,58:57,,Seiichiro SASAKI,1945-09-02,JPN,1,Kagoshima (JPN),1969-02-23,1087.0,20-kilometres,road-running,male,senior,20-kilometres,track,3537.0,JPN,23.0,1969
293,58:57,,Mebrahtom KEFLEZIGHI,1975-05-05,USA,1,"New Haven, CT (USA)",2003-09-01,1087.0,20-kilometres,road-running,male,senior,20-kilometres,track,3537.0,USA,28.0,2003
293,58:57,,Brett GOTCHER,1984-09-01,USA,1,"New Haven, CT (USA)",2009-09-07,1087.0,20-kilometres,road-running,male,senior,20-kilometres,track,3537.0,USA,25.0,2009
296,58:58,,Martin SULLE,1982-12-28,TAN,3,Almeirim (POR),2002-01-20,1086.0,20-kilometres,road-running,male,senior,20-kilometres,track,3538.0,POR,19.0,2002
296,58:58,,Abdelhadi EL MOUAZIZ,,MAR,7,Paris (FRA),2013-10-13,1086.0,20-kilometres,road-running,male,senior,20-kilometres,track,3538.0,FRA,,2013
